track_name,emotion,album,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Thunderstruck,,The Razors Edge,57bgtoPSgt236HzfBOd8kj,0.502,0.89,4,-5.175,1,0.0364,0.0117,0.217,0.259,133.52,292880,4
Haan Main Galat,,Love Aaj Kal (Original Motion Picture Soundtrack),0MLZAgKQKHbPsJ12qHS860,0.683,0.737,0,-5.66,1,0.0502,0.0105,0.103,0.919,117.996,218644,4
"Thodi Jagah (From ""Marjaavaan"")",,"Thodi Jagah (From ""Marjaavaan"")",3f0wz6zcA7XkQiGm0qNF5r,0.621,0.467,0,-4.835,0,0.0273,0,0.0888,0.227,107.164,218048,4
Pal Pal Dil Ke Paas- Title Track,,"Pal Pal Dil Ke Paas- Title Track (From ""Pal Pal Dil Ke Paas"")",7lGhrfren1Zpwh0ds0zuUg,0.56,0.512,1,-7.185,0,0.0333,0,0.056,0.39,123.991,254516,4
Agar Tum Saath Ho,,Tamasha,3hkC9EHFZNQPXrtl8WPHnX,0.562,0.519,3,-8.744,1,0.0326,0.000268,0.172,0.415,122.925,341055,4
Sanam Re,,Sanam Re,0CVfovmUv7BnemOyTtOcbL,0.581,0.71,7,-4.961,0,0.0374,0,0.137,0.755,111.969,308714,4
Aye Dekhe Jaa,,Aye Dekhe Jaa,0Att4Z0TaQgCAcM93FNY03,0.47,0.637,9,-4.871,0,0.0363,0,0.458,0.283,135.837,232941,4
Jaan 'Nisaar (Arijit),,Kedarnath,6pzlnyHTVYi5FOmrgOmC95,0.481,0.392,4,-8.2,1,0.0246,0,0.122,0.257,91.796,238370,4
Pal,,Jalebi (Original Motion Picture Soundtrack),79hQvdTHNBkq2fp2ZrM8b2,0.495,0.498,7,-7.023,0,0.0337,0,0.0706,0.32,133.992,247286,4
Samjhawan,,Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack),4LO5DjN6Tp3UkUvgESuy2t,0.65,0.482,4,-8.667,1,0.0281,0,0.0811,0.517,106.994,269185,4
"Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")",,"Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")",79jYT83v4bMOWEgwjQxSx2,0.495,0.654,3,-6.639,0,0.0679,0,0.165,0.35,123.896,269032,4
"Pal (From ""Monsoon Shootout"")",,"Pal (From ""Monsoon Shootout"") - Single",4hMGhovxvJWuSPMOODZOTv,0.618,0.407,7,-10.527,1,0.0248,0,0.0968,0.352,95.016,288000,4
Main Hoon Saath Tere,,Shaadi Mein Zaroor Aana,4dljlmVE5RTpAiEwCi6kkD,0.575,0.655,8,-7.464,1,0.0427,0.000388,0.094,0.703,82.077,280085,4
"Tera Fitoor - From ""Genius""",,"Tera Fitoor (From ""Genius"")",68nqVf3mY2aReIVN6xXavH,0.575,0.688,9,-5.136,1,0.032,0.0421,0.262,0.726,135.988,310000,4
"Mareez - E - Ishq (From ""Zid"")",,Yours Truly Arijit,6o027l399OQ5IadRrsRb31,0.526,0.63,7,-6.46,1,0.0557,4.84E-06,0.0934,0.614,158.063,293147,4
Shaayraana,,Holiday (Original Motion Picture Soundtrack),2UGhg8kZPwn9Aofl1083N4,0.608,0.665,2,-4.244,1,0.0482,1.46E-05,0.0832,0.704,93.919,261439,4
Rishton Ke Manzar,,Ghazals By Trending Voices,1mE0G0ErpanyN9rWz3t1WI,0.498,0.525,4,-11.15,1,0.0486,0.0015,0.117,0.32,154.067,317349,4
Daayre,,Dilwale (Original Motion Picture Soundtrack),0OQzbOu5JGo2LgtwJI04zO,0.536,0.706,2,-5.897,1,0.0274,0.00597,0.112,0.442,113.972,290549,4
Alizeh,,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack),4rIv0uUnxs5hVZfe5t9SNs,0.513,0.632,9,-7.612,1,0.0449,0.000305,0.0695,0.294,87.963,282273,4
Andheron Mein Rishtey,,Saheb Biwi Aur Gangster 3 (Original Motion Picture Soundtrack),1aVxulerN2EJfEr7fndbpq,0.615,0.621,2,-7.882,0,0.0498,0.000268,0.0744,0.418,135.997,299214,4
The Breakup Song,,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack),7BjQd0sfYsMGVrTpRdBNTT,0.818,0.93,11,-2.982,1,0.247,0,0.658,0.831,113.988,252632,4
"Sooiyan (From ""Guddu Rangeela"")",,Arijit Singh - Ultimate Love Songs,47i1iMkhGrt4mKrRSKOzVC,0.454,0.505,6,-7.387,1,0.0316,0.000107,0.103,0.345,84.985,241103,4
"Murshida (From ""Begum Jaan"")",,"Murshida (From ""Begum Jaan"") - Single",2zQI7ANFlo2FDnNJsCDEA7,0.329,0.432,9,-6.562,1,0.0307,0,0.295,0.496,80.902,325908,4
Saawali Si Raat,,Barfi! (Original Motion Picture Soundtrack),4I5Xcdu5Hnki1aP0Uxbs4n,0.485,0.291,9,-15.485,1,0.04,0.000345,0.238,0.195,139.859,308253,3
"Bolna (Remix By DJ Chetas) [From ""Kapoor & Sons (Since 1921)""]",,"Bolna (Remix By DJ Chetas) [From ""Kapoor & Sons (Since 1921)""]",36YWd8k3qgnbhmf34uNorf,0.522,0.674,5,-5.69,1,0.0418,0,0.136,0.271,130.042,224312,4
Theme of Dilwale - DJ Chetas Mix,,Dilwale (Original Motion Picture Soundtrack),19ek2TMXTpXhjn7xkdNAAJ,0.614,0.742,11,-4.625,0,0.0266,0.000142,0.155,0.0768,129.978,222005,4
Blame the Night,,Holiday (Original Motion Picture Soundtrack),4sXEJJs4vxE4WFTmSEoLnG,0.608,0.985,0,-3.293,0,0.14,1.99E-06,0.715,0.349,139.986,265018,4
Thik Emon Ebhabe,,Gangster (Original Motion Picture Soundtrack),15gDL86a67YKQlEhHdKwCB,0.514,0.424,6,-7.613,0,0.0294,0,0.0936,0.431,135.851,262531,3
"Ek Charraiya (From ""Citylights"")",,Musical Bond: Jeet Gannguli & Arijit Singh,2aeKhvJGVFLcwX2C3SO7Yo,0.665,0.248,7,-10.009,1,0.0294,0,0.11,0.313,108.061,286625,1
"Beech Beech Mein (From ""Jab Harry Met Sejal"")",,"Beech Beech Mein (From ""Jab Harry Met Sejal"")",4PwjaQ5q9NwGhFXdmk5sU8,0.751,0.835,2,-4.462,1,0.0887,0,0.111,0.509,124.97,205919,4
Tomake Chai,,Gangster (Original Motion Picture Soundtrack),7DblNagah6sCj2qFjNZ2mi,0.493,0.607,2,-7.283,1,0.0321,1.80E-05,0.169,0.382,80.028,252317,4
Naan Un,,24 (Tamil) (Original Motion Picture Soundtrack),41R1Bncj65x9B6zL1z5BCp,0.47,0.521,6,-11.142,0,0.0391,3.46E-06,0.112,0.328,142.266,288360,3
"Soney Do (From ""Citylights"")",,Musical Bond: Jeet Gannguli & Arijit Singh,0gn5gM9byaoMkRamlbAY3K,0.447,0.513,7,-7.467,1,0.027,2.04E-05,0.123,0.115,180.001,267423,4
"Enna Sona (From ""OK Jaanu"")",,"Enna Sona (From ""OK Jaanu"")",1Wf5q34m4hTnAxCljiAonb,0.717,0.415,7,-9.875,0,0.0302,1.43E-06,0.0976,0.379,100.021,213632,4
"Channa Mereya (From ""Ae Dil Hai Mushkil"")",,"Channa Mereya (From ""Ae Dil Hai Mushkil"")",1plFCZ6QFAjSRutT02GTCn,0.476,0.788,9,-4.821,0,0.0448,2.64E-05,0.106,0.747,90.066,289333,4
"Hawayein (From ""Jab Harry Met Sejal"")",,"Hawayein (From ""Jab Harry Met Sejal"")",6871FKHumiy1Wfr6vF7Xxt,0.606,0.601,2,-5.576,1,0.0283,0.000511,0.127,0.453,125.961,289999,4
Uff Teri Adaa,,Karthik Calling Karthik,0og9wKFGgFFNQnrBe7eisG,0.647,0.792,2,-9.815,1,0.0373,5.82E-05,0.054,0.306,132.032,304089,4
Sham,,Aisha (Original Motion Picture Soundtrack),5Q58RkKyUafm15Syxg79DW,0.722,0.288,4,-10.767,1,0.0444,1.06E-05,0.12,0.502,119.899,284627,4
Nee Kannu Neeli Samudram - Telugu,,Uppena,1C9SYGI40nNYh98gN87Fwr,0.809,0.665,5,-5.495,1,0.036,1.08E-05,0.153,0.959,140.96,312375,3
Phir Se Ud Chala,,Rockstar,1kcV2LJxt5v0s2cEGtEJ5i,0.647,0.656,11,-8.632,1,0.0354,0.000163,0.343,0.453,119.965,268833,4
Vennilavae,,Minsara Kanavu (Original Motion Picture Soundtrack),3Cq5W6HTcwVKM4g3Et1gXW,0.639,0.318,6,-11.589,1,0.0311,1.58E-06,0.166,0.594,91.074,351720,4
Tere Naina,,Chandni Chowk To China,7u5B4ptccyg8T7NPfByhE7,0.758,0.377,6,-10.224,0,0.0511,7.65E-05,0.0904,0.624,139.932,255721,4
"Vaathi Kabaddi (From ""Master"")",,"Vaathi Kabaddi (From ""Master"")",7uMf1DQzEMqgJOSQgc5K2Y,0.63,0.974,7,-4.507,1,0.111,0.838,0.115,0.454,102.032,206471,3
Ay Pilla - Telugu,,Love Story,5nVFeACm96rucybpDAjfK5,0.504,0.554,1,-12.085,1,0.0356,1.36E-05,0.0963,0.386,140.005,253773,4
Manwa Laage,,Happy New Year,3H43T5swYywvcdCBFiDgW6,0.676,0.671,0,-6.271,1,0.0526,0,0.0885,0.572,81.046,272083,4
Saiyyan,,Kailasa Jhoomo Re,2vR23BjIzpLMtzsyKrM6Mb,0.473,0.562,0,-8.624,1,0.0451,0.000117,0.12,0.316,74.653,343907,3
O Sanam,,Sunoh,5oYRr51VatOtkFeEOursuZ,0.76,0.555,7,-10.165,1,0.0465,0.213,0.0822,0.52,98.066,223028,4
"En Anbay (From ""Mounam Pesiyathe"")",,Hits of Harris Jayaraj & Yuvan Sankar Raja Isai Mayakkam,30e96BdWOAQFwJWf6IX8QG,0.656,0.605,11,-10.932,1,0.139,4.81E-06,0.126,0.178,112.003,286400,4
Jala Jala Jalapaatham Nuvvu,,Uppena,7HhiFHVmeM50rHXw7FlgNH,0.679,0.457,0,-9.084,0,0.0373,0.000402,0.0974,0.443,91.988,252065,4
Annul Maelae,,Vaaranam Aayiram (Original Motion Picture Soundtrack),2WO5nzB7QtKn9ZRc9Jkalt,0.773,0.436,4,-10.972,0,0.0321,0.00678,0.197,0.533,115.917,322507,4
Ennai Vittu,,Kannum Kannum Kollaiyadithaal,3WhfZknD1CFKZ1nVpb4hKa,0.8,0.751,0,-5.554,1,0.049,0,0.219,0.604,102.021,233011,4
Teri Deewani,,Kailasa,2iNqdCchlUZEgjJbQyZf8T,0.447,0.6,4,-3.718,0,0.0332,0,0.0962,0.434,80.044,323520,3
Der Lagi Lekin,,Zindagi Na Milegi Dobara,78HEXs4YB5SE9JgTHOUdDw,0.637,0.675,2,-7.817,1,0.0296,0.00261,0.125,0.21,110.946,355915,4
Safarnama,,Tamasha,6w458kA8WOAIZr1ublxnK9,0.541,0.512,9,-10.203,1,0.0291,0.000528,0.162,0.203,120.036,251402,4
Kaise Mujhe,,Ghajini,53DXM0bHfB7xkqJZYlksuh,0.59,0.414,10,-12.391,1,0.0346,0.000522,0.146,0.292,82.002,343742,4
Shree Hanuman Chalisa,,Shree Hanuman Chalisa (Hanuman Ashtak),6H7fLdt0AeWpuxUKXuXWrx,0.589,0.885,4,-3.4,1,0.035,0,0.132,0.831,91.01,586076,4
Dil Chahta Hai,,Dil Chahta Hai,2r1CHpKRDdzHGJScn5UqjX,0.813,0.554,10,-9.105,1,0.04,1.23E-06,0.0629,0.782,103.953,310080,4
Jee Le Zaraa,,Talaash,2r32XiAWtZbT3eLUvf4pag,0.584,0.698,4,-6.61,0,0.0376,0,0.0699,0.436,79.993,215203,4
Bol Na Halke Halke,,Jhoom Barabar Jhoom,0u8wprNfOdcWpUlWnfMcpP,0.637,0.573,11,-6.69,0,0.0491,3.46E-06,0.0617,0.704,90.017,306834,4
"Slow Motion (From ""Bharat"")",,"Slow Motion (From ""Bharat"")",7yEuRloGyxyu1KaWBTPP1Z,0.574,0.738,10,-5.526,1,0.0958,2.03E-06,0.0959,0.307,109.996,247248,4
Yemi Cheyamanduve,,Priyuraalu Pilichindi (Original Motion Picture Soundtrack),0bMyZZLNhFJNDcSKvhhHwB,0.751,0.31,4,-17.405,0,0.157,0,0.0817,0.392,81.973,362240,4
Malare,,Karna (Original Motion Picture Soundtrack),0kkkNUhAlQwm2WyMMt63qo,0.652,0.44,0,-11.325,1,0.0271,3.81E-05,0.0666,0.614,111.003,305133,4
"Oru Manam (From ""Dhruva Natchathiram"")",,"Oru Manam (From ""Dhruva Natchathiram"")",55mEN7iiqTNzWfYjF8QbQn,0.641,0.474,2,-8.974,1,0.034,2.54E-06,0.106,0.588,76.006,340254,4
Maula Maula,,Singham,5vIcQqiYz1aONkqntTAUTl,0.494,0.716,11,-6.816,1,0.0675,6.03E-06,0.0839,0.532,89.479,244369,4
Kadhale Kadhale,,Indru Netru Naalai (Original Motion Picture Soundtrack),3THVNKs3bdQekA02kK1hWD,0.528,0.739,0,-6.32,0,0.0314,5.17E-05,0.168,0.542,128.1,207072,4
Matargashti,,Tamasha,5GeBgck1MU2tlIkMpsn8uT,0.792,0.63,0,-6.741,1,0.0682,0,0.0758,0.659,100.022,328052,4
Bus Stande Bus Stande,,Rang De,3c3luK2EbrnzT7krhil2Fs,0.911,0.809,2,-5.412,1,0.0922,0.00151,0.435,0.603,112.028,219643,4
Saadda Haq,,Rockstar,7k3jpyYPnVnbO0p7iejWxL,0.554,0.882,6,-5.018,0,0.0488,2.80E-06,0.368,0.627,96.958,362662,4
Nadaan Parinde,,Rockstar,6Z394Nd4gW6Ts9hmu3NUjx,0.507,0.741,6,-7.456,0,0.0535,3.95E-06,0.107,0.492,132.903,384000,4
Rock On!!,,Rock On,6fABlNfAOylt7ZxfX8K1XL,0.747,0.849,7,-5.916,1,0.0581,1.23E-06,0.126,0.671,113.034,231819,4
Sinbad The Sailor,,Rock On,03VTytguq5MS6e3x03y5i1,0.592,0.871,0,-6.073,1,0.05,2.01E-05,0.349,0.526,134.921,387262,4
Socha Hai,,Rock On,7IjnfuMNfdrAXbefurdIIR,0.593,0.773,2,-5.591,1,0.0339,0,0.117,0.561,133.975,246132,4
Hairat,,Anjaana Anjaani,6512hyAQxOng8v4R71IV47,0.618,0.765,9,-5.492,0,0.0661,0.000363,0.122,0.439,104.004,247072,4
Rock Tha Party,,Introducing…,0NoNwbg1fnrb3DHCZ8We6q,0.831,0.728,8,-4.625,1,0.0459,0,0.113,0.896,109.977,212653,4
Apna Time Aayega,,Gully Boy,5uaIbU3oHHcSOK6WFNK5nj,0.766,0.618,11,-8.552,0,0.124,0.000115,0.181,0.513,95.054,140463,4
Choo Lo,,Aalas Ka Pedh,2qgXrzJsry4KgYoJCpuaul,0.512,0.695,4,-6.349,1,0.0271,0.00815,0.146,0.351,145.957,233630,4
Ye Hai Meri Kahani,,Zinda,2pnsv8SitlsxKV02Y6t0ku,0.571,0.62,5,-9.689,1,0.0392,0.000544,0.101,0.581,157.998,316653,4
Ye Tumhari Meri Baatein,,Rock On,1xaj4bm3GMthtoZHUfepl1,0.351,0.552,5,-7.404,1,0.0273,0.000494,0.112,0.319,87.769,324058,4
Dil Chahta Hai,,Dil Chahta Hai,2r1CHpKRDdzHGJScn5UqjX,0.813,0.554,10,-9.105,1,0.04,1.23E-06,0.0629,0.782,103.953,310080,4
Rang De Basanti,,Rang De Basanti (Original Motion Picture Soundtrack),1SdFBc40uBU5Pqylo05VIC,0.848,0.925,7,-6.161,1,0.0767,0.104,0.209,0.69,105.006,363800,4
Masti Ki Paathshala,,Rang De Basanti (Original Motion Picture Soundtrack),2cZ2Q33G9mkS8fIVKM591T,0.845,0.686,7,-6.728,1,0.0781,5.35E-05,0.129,0.874,146.954,219853,4
Khalbali,,Rang De Basanti (Original Motion Picture Soundtrack),6sXzqMagXtWvSOI9nNc4UD,0.789,0.707,7,-7.973,1,0.109,0,0.177,0.605,97.015,379227,4
Roobaroo,,Rang De Basanti (Original Motion Picture Soundtrack),3vqJY3pVELLIxqXXyI08yr,0.675,0.582,9,-8.891,1,0.0277,5.56E-06,0.0854,0.538,120.991,282973,4
Dil Dhadakne Do,,Zindagi Na Milegi Dobara,46elU7IBKWf55D5sjHGqO7,0.778,0.599,2,-4.758,1,0.032,0,0.59,0.949,116.951,230319,4
Jee Karda (Rock Version),,Badlapur (Original Motion Picture Soundtrack),2xYbk2WDq38a0wuRyjT1mE,0.595,0.815,4,-7.777,0,0.064,0,0.283,0.691,139.993,239285,4
Bulleya,,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],0Bz7dfqPY4JOGZO3O1j8Wh,0.552,0.769,2,-4.504,0,0.0465,0,0.112,0.702,86.957,348966,4
Jo Bhi Main,,Rockstar,2MmAYegcUty1DmG0Gw7AMh,0.558,0.565,11,-7.561,0,0.0286,1.91E-05,0.125,0.394,135.986,273500,4
Pareshaan,,Ishaqzaade,5XXJqs7f42R8PAY4Xcr0ax,0.446,0.398,2,-11.353,0,0.0358,5.48E-05,0.112,0.259,149.839,292075,3
Emotional Attyachaar (Rock Version),,Dev D,789ypzLVZugyrUn57A6CWp,0.587,0.826,0,-8.888,1,0.0445,0.0772,0.107,0.225,105.966,239537,4
Jannat Jahan,,Jannat (Original Motion Picture Soundtrack),39laDigENmKNlT94cnLWwr,0.61,0.888,4,-4.8,0,0.0435,1.17E-05,0.0884,0.548,128.024,223093,4
Zara Sa - Power Ballad,,Jannat (Original Motion Picture Soundtrack),0s8kr3ffO4lW7YxusmRXfu,0.405,0.667,11,-4.147,0,0.0265,0.000556,0.115,0.121,74.125,328667,4
Senorita,,Zindagi Na Milegi Dobara,3TAhWtQnpoL5Vl9VQPl9fU,0.701,0.681,9,-6.442,1,0.0466,0,0.064,0.81,122.539,229576,4
Bhool Bhulaiyaa,,Bhool Bhulaiyaa,6CCV7FeYgEQ7Ekbes6B36Q,0.843,0.9,5,-4.602,0,0.0375,3.09E-05,0.0576,0.89,108.015,325034,4
Crazy Kiya Re,,Dhoom:2,0se928CIhZPlfVGi3A6zrx,0.759,0.938,11,-5.387,1,0.123,3.97E-06,0.402,0.81,92.017,294505,4
My Name Is Ali,,Dhoom:2,6bSNrBb2dphwMEW9xONRNt,0.631,0.635,11,-6.986,0,0.0842,0,0.11,0.762,62.588,274704,4
Dhoom Again,,Dhoom:2,5IUP91X8fKfJnWQgCHT9dN,0.831,0.932,7,-6.251,1,0.221,0,0.383,0.571,99.97,302707,4
Woh Lamhe Woh Baatien - Bollywood Mix,,Ultimate Guide to Chillout: The Only Chillout Album You'll Ever Need,05OA72nD5ZekUSMy4KBD1V,0.569,0.576,8,-9.746,0,0.0248,3.51E-05,0.0639,0.656,90.114,322365,4
Maahi - Rock with Me,,RAAZ - The Mystery Continues (Original Motion Picture Soundtrack),0hmAQTOiaIooZaXfts0QKs,0.533,0.861,9,-3.699,0,0.0468,0.000432,0.321,0.511,153.956,285880,4
O Gujariya,,Queen,22EimU5vjrNYV9A3aIGqso,0.612,0.858,8,-8.8,1,0.0548,7.29E-06,0.258,0.282,139.964,261558,4
Paathshala - Be a Rebel,,Rang De Basanti (Original Motion Picture Soundtrack),3kV6PBD2l4UY9Lgnir65PI,0.831,0.65,7,-9.584,1,0.0978,0.12,0.362,0.96,146.935,189253,4
Dhakka Laga Bukka Yuva,,Yuva (Original Motion Picture Soundtrack),12GsnYwwXC3gADfzGSzZLi,0.731,0.804,10,-10.052,0,0.065,0.0169,0.0929,0.856,102.015,300573,4
Aaoge Tum Kabhi,,Aalas Ka Pedh,5VSJ9OfZx8V91A7u8Fuoh1,0.534,0.863,0,-4.616,1,0.0357,0.0167,0.144,0.374,98.006,313163,4
Bhulado,,Raeth,2InOKs3a6PcNXFBPk0fN0f,0.58,0.792,9,-3.722,0,0.0285,0,0.0706,0.4,100.017,241400,4
Fanaa,,Yuva (Original Motion Picture Soundtrack),2GAfZQRZCr5OyuZbYjMqb9,0.646,0.807,10,-9.05,0,0.037,0.145,0.204,0.38,135.957,281493,4
Johnny Gaddaar,,Johnny Gaddaar,37EJDKojlvDax96PwZrANG,0.674,0.616,9,-7.152,0,0.0389,3.35E-05,0.131,0.235,133.916,297841,4
Ajab Si,,Om Shanti Om,5FXMRdJjKq1BIX4e8Eg9mK,0.697,0.438,8,-8.411,1,0.0289,0,0.293,0.58,117.954,241668,4
Zara Sa,,Jannat (Original Motion Picture Soundtrack),18YHbIhrleUkKKj2DvEp79,0.468,0.91,11,-3.057,0,0.051,0.000304,0.271,0.694,163.842,303680,4
Dil Ibaadat,,Tum Mile (Original Motion Picture Soundtrack),3Kl8p2PxVf8eAayLwTxOIm,0.59,0.859,2,-5.005,0,0.0416,0,0.286,0.634,149.966,329387,4
Zero Hour Mashup 2015(Remix By Dj Kiran Kamath),,Zero Hour Mashup 2015,59nB7okW0qhj6924cjimOH,0.803,0.931,1,-2.471,0,0.0554,3.07E-05,0.318,0.756,130.041,259670,4
Tu Jo Mila,,Bajrangi Bhaijaan,7txLCGOXyDlDXTjtR1Sk4v,0.576,0.591,0,-7.725,1,0.0332,6.85E-05,0.266,0.478,124.013,242864,4
Khuda Jaane,,Bachna Ae Haseeno,0gPgdRfB4jdGrlyXS0Vx78,0.382,0.632,8,-6.393,1,0.0411,0.000486,0.0922,0.716,78.936,333584,4
Beete Lamhein,,The Train,0zQa7QXLpUZfrrsWbgDZll,0.257,0.583,7,-8.185,1,0.0429,0.000289,0.146,0.217,160.127,298272,4
Uppenantha,,Aarya - 2 (Original Motion Picture Soundtrack),57zEYntUat0ofbFpoicN26,0.677,0.792,9,-2.612,0,0.133,2.49E-05,0.28,0.849,171.956,327640,4
It's the Time to Disco,,Kal Ho Naa Ho (Original Motion Picture Soundtrack),3hCUkos0NxuSFl73oOHJzb,0.902,0.772,6,-8.29,0,0.0383,0.000129,0.12,0.808,131.992,333093,4
Kya Mujhe Pyaar Hai,,Woh Lamhe,3HFjh7QljnUCBLsoTwMuTj,0.644,0.818,6,-5.924,0,0.0549,2.62E-05,0.0806,0.789,118.477,266653,4
Chale Jaise Hawaien,,Main Hoon Na,3pRF060IEOI5XSQAvONgSt,0.75,0.861,1,-11.029,1,0.0613,0.00586,0.202,0.744,117.593,324053,4
O Humdum Suniyo Re,,Saathiya,0KdDgQgvvh7tYM3jj3n78l,0.814,0.477,7,-12.855,1,0.0466,0.00961,0.0404,0.964,109.982,237740,4
Sajde,,Khatta Meetha,4N66qcycDiFLJGjnXiKbKX,0.693,0.638,11,-6.715,1,0.0498,3.32E-06,0.0972,0.747,90.005,305583,4
Aur Tanha,,Love Aaj Kal (Original Motion Picture Soundtrack),02J3mNwGfcOS7jjAUfzMgV,0.425,0.561,9,-7.656,1,0.0331,0.00447,0.0858,0.201,169.728,295765,4
Teri Yaadon Mein,,The Killer,4ZVfIGaZP93t0stmBj4FqA,0.576,0.735,11,-5.811,0,0.0352,0.00118,0.188,0.301,105.058,287213,4
Jhoom Barabar Jhoom,,Jhoom Barabar Jhoom,4HfmI5Yisll9PCOjJhtijw,0.534,0.752,2,-5.47,1,0.155,0.00017,0.347,0.613,101.025,425613,4
Cheliya Cheliya,,Gharshana-New,0anBHV3eP4hiHsLQR5AZsm,0.574,0.911,11,-6.709,0,0.0888,0,0.366,0.756,135.494,319725,4
Humko Pyar Hua,,Ready,4cltuh2RNH0LyZY9I8Vi08,0.574,0.816,2,-5.712,1,0.0767,0,0.399,0.478,90.018,327300,4
Emraan Hashmi Mashup (By DJ Angel),,Emraan Hashmi Mashup (By DJ Angel),49ioQEX0J9XZQTuxcdN1l2,0.411,0.704,0,-3.967,0,0.0365,0,0.434,0.494,99.799,282382,4
Haan Tu Hain,,Jannat (Original Motion Picture Soundtrack),4vgCpNUUcpEIBifidhQOnR,0.415,0.904,2,-3.586,0,0.104,0,0.0739,0.729,83.648,324880,4
Hai Junoon,,New York,5u4q3iqZ9IMbXaR7bsGYbW,0.739,0.664,2,-10.582,1,0.0338,1.14E-06,0.0856,0.878,106.021,331572,4
Labon Ko,,Bhool Bhulaiyaa,5WncH5iZ5GFlnXm7jKEXVP,0.63,0.837,9,-4.635,0,0.0387,0.00271,0.159,0.473,107.997,341028,4
Song: Dola Re,,"Devdas - An Adaptation Of Sarat Chandra Chattopadhyay's ""Devdas""",1UV1ej70vDBIdPUEJ40ZG1,0.65,0.912,4,-5.898,0,0.186,0,0.38,0.546,130.906,303387,4
Dus Bahane,,Dus,1vBmaijoCBoqmwc3zs5n3s,0.833,0.917,7,-5.498,1,0.0597,1.92E-06,0.109,0.874,110.001,206947,4
Uyirin Uyire,,Kaakha Kaakha (Original Motion Picture Soundtrack),7LuYc1yBvfvvLC1O7Ng4v4,0.689,0.805,4,-8.496,0,0.058,1.46E-06,0.142,0.834,135.528,321427,4
Abhi Abhi,,Jism 2,1tKhy83q8OsdcpZaX9N4Z2,0.566,0.634,2,-5.551,1,0.0443,0.000716,0.0814,0.36,143.89,342669,4
Kya Mujhe Pyar Hai (Remix),,Woh Lamhe,11MVHPAE4fu7rbGuNboXqs,0.658,0.882,6,-7.206,0,0.0311,0.0108,0.198,0.963,128.016,252840,4
Kal Ki Hi Baat Hai,,Chhichhore,1nl7j1l4X0OHg9L4YytAa6,0.562,0.368,1,-9.198,1,0.027,0.000164,0.105,0.25,107.914,240534,4
Dus Bahane 2.0,,Baaghi 3,5JhxOmG68mgLCjyKfvffr4,0.807,0.913,7,-5.092,1,0.0696,0.000956,0.292,0.464,114.045,201655,4
Koi Kahe Kehta Rahe,,Dil Chahta Hai,5zKRKQwLVBT1WDJE7XJrnm,0.749,0.734,1,-7.058,1,0.0594,6.48E-06,0.108,0.652,131.975,346200,4
Tu Aashiqui Hai,,Jhankaar Beats (Original Motion Picture Soundtrack),2vuhZrEHS25D8xNQTSvuuj,0.349,0.596,2,-9.313,1,0.0364,5.29E-06,0.336,0.329,120.009,368547,4
O Jaana,,RAAZ - The Mystery Continues (Original Motion Picture Soundtrack),6nDsd9LoKLPHv4VcpCG5Wg,0.708,0.826,2,-5.942,0,0.0426,0.0104,0.27,0.623,94.022,269720,4
Ab To Forever,,Ta Ra Rum Pum,3gLf7ctpqnklhoQfeveBw0,0.836,0.915,6,-5.745,0,0.0445,0.00113,0.0389,0.792,109.03,301714,4
I Am In Love,,Once Upon A Time In Mumbaai,3FS3ItpUATpALLi90uvkde,0.702,0.694,2,-5.74,1,0.0286,5.96E-05,0.168,0.76,130.024,285109,4
Tune Maari Entriyaan,,Gunday,5kg1GacbhgQfLcbgOBRO9c,0.794,0.865,8,-5.333,1,0.215,1.38E-05,0.0468,0.779,126.658,313365,4
Soniye,,Aksar,5O4AGvOVFSs5ipu3iNOuoi,0.615,0.76,2,-8.082,1,0.0761,3.95E-05,0.12,0.743,171.951,296720,4
Feel My Love,,Aarya,4EjO3ELtQkbOBox5adad6a,0.746,0.697,7,-7.693,0,0.0422,0.000746,0.167,0.542,99.974,299893,4
Alvida,,Life In A Metro (Original Motion Picture Soundtrack),7EjatvVN2Y2GjpvKSyWJR4,0.287,0.655,2,-5.566,1,0.0372,7.51E-06,0.11,0.239,84.015,338587,4
Mat Aazma Re,,Murder 3 (Original Motion Picture Soundtrack),0mh4VutnDyBn1sqcp05MZD,0.467,0.859,0,-2.946,0,0.0409,0,0.0522,0.673,89.842,251480,4
Kaise Bataaoon,,3G - A Killer Connection,2jMsqX0TfKTi24dZSSPjbo,0.67,0.502,11,-7.155,1,0.0534,3.51E-06,0.104,0.386,107.495,281611,4
Pyaar Ke Pal,,Pal,6GWchpKWsKkwR6jcl0yG6V,0.599,0.135,4,-12.376,1,0.0308,2.43E-05,0.11,0.168,122.107,359373,3
